,23,22,21,20,20,19,19,19,18,18,18,17,17,16,16,15,15,15,15,14,14,13,13,12,12,12,11,11,10,10,10,8,8,7,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3
0,432.8045309177526,266.9969183314103,242.6139534653281,300.09455128697203,411.51349772429626,490.3813306457124,426.41870792183613,362.4855134969523,379.2457366959062,445.9699787060866,444.93597891404846,358.11414023993535,458.9347123676501,416.8234560010188,376.6801274508652,463.03892574358815,341.8033299765385,480.1775524006022,481.2083493667943,443.9008726142783,457.06379081076517,349.2372158857207,504.7282324588159,422.7742147475575,610.5197215096915,529.7769383809624,595.3120316838633,452.41818950703623,266.80450748243425,633.873858442964,222.43381325940214,514.5065220294897,647.2372819290833,706.0938860327828,589.9786381854353,558.622517142618,739.29277783128,574.1390001344697,701.7878050456989,534.2304962360668,495.5919856435989,327.0236300963212,360.5215002859286,497.5664105824956,478.6322276465389,440.39286067046294,528.0646188392133,439.2084893936249,420.8097675677229,490.9167349727608
