,22,21,20,20,19,19,18,18,17,17,17,16,16,15,15,14,14,14,13,13,12,12,12,12,11,11,11,10,8,8,7,6,6,5,5,4,4,4,4,3,3,2,2,2
0,371.8287938928496,238.82328203905865,326.1118348429437,237.98089604751067,349.25974866868955,398.25789068709946,347.9003827504225,486.4998514502119,444.9035914309326,415.32001140794495,366.3214365879504,343.9186368799705,373.11156407643807,438.98083813450654,331.1463668881281,443.43359362612637,478.6814854904369,438.0304940323739,465.13924727597805,352.902811000828,503.172526218117,414.09742846898644,494.44328143072846,424.9398135529795,615.8495996152114,378.3485258315513,468.5882110971336,601.3532837330645,606.2157782478755,211.71454475308644,677.456956889699,554.7880939508531,694.8868223320055,629.5007340029701,772.6586673288231,563.9784371047339,403.779941476269,709.5767730420233,571.7295906467895,813.1803134882036,500.70851144049084,585.9709769085573,563.3833345827103,561.7820619290835
